Leg	Site	Hole	Core	Core_type	Section_number	Section_type	Top_cm	Depth_mbsf	Section_id	Magnetic_susceptibility	Corrected_susceptibility	Run_number	Run_timestamp	Core_status	Liner_status	Requested_daq_interval	Requested_daqs_per_sample	Bkgd_susceptibility	Bkgd_elapsed_zero_time	Core_temperature	Loop_temperature	Sample_elapsed_zero_time	Actual_daq_period	Core_diameter
208	1263	C	1	H	1	S	127	91	391015	7.8	7.65287453030989253740961989785414947379	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	410931	4	6.6000000000000005
208	1263	C	1	H	1	S	130	91	391015	7.8	7.64906115682950450490769101327752844993	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	421582	4	6.6000000000000005
208	1263	C	1	H	1	S	132	91	391015	8.2	8.04526532680048620422367542466788277394	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	432184	4	6.6000000000000005
208	1263	C	1	H	1	S	135	91	391015	7.5	7.34144515075732215326173934369590396213	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	442854	4	6.6000000000000005
208	1263	C	1	H	1	S	137	91	391015	8.5	8.33762211047719977873769496950482713435	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	453532	4	6.6000000000000005
208	1263	C	1	H	1	S	140	91	391015	8.8	8.63380121837479614688523181522807381855	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	464204	4	6.6000000000000005
208	1263	C	1	H	1	S	142	91	391015	9	8.82998140036125188636855927090848225874	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	474873	4	6.6000000000000005
208	1263	C	1	H	1	S	145	91	391015	9.200000000000001	9.0261658787031451111950491664175377229	838	2003-04-04 12:39	FULL	FULL	2.5	4	0.2	558613	20.8	22	485530	4	6.6000000000000005
208	1263	C	1	H	2	S	5	91	391020	9.8	9.79641425261965042638800232379668213474	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	9999	4	6.6000000000000005
208	1263	C	1	H	2	S	7	91	391020	10.200000000000001	10.1938785170734506229066106277837147755	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	17070	4	6.6000000000000005
208	1263	C	1	H	2	S	10	91	391020	11.5	11.4913962145065159545855537306260623839	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	23992	4	6.6000000000000005
208	1263	C	1	H	2	S	12	91	391020	13.200000000000001	13.1888999261262165864574293357814483565	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	30953	4	6.6000000000000005
208	1263	C	1	H	2	S	15	91	391020	14.5	14.4864108099578991156662626320583531167	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	37894	4	6.6000000000000005
208	1263	C	1	H	2	S	17	91	391020	14.5	14.4839001771536359528642228549707015141	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	44895	4	6.6000000000000005
208	1263	C	1	H	2	S	20	91	391020	12.8	12.7813995854461474463339238454531762141	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	51868	4	6.6000000000000005
208	1263	C	1	H	2	S	22	91	391020	13	12.9789226620381992010155852166366629132	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	58775	4	6.6000000000000005
208	1263	C	1	H	2	S	25	91	391020	13	12.9764464558514491454309423569323014911	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	65680	4	6.6000000000000005
208	1263	C	1	H	2	S	27	91	391020	12.200000000000001	12.1739724013282936590473868045643957053	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	72579	4	6.6000000000000005
208	1263	C	1	H	2	S	30	91	391020	12	11.9714857954341698523241552927338320411	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	79513	4	6.6000000000000005
208	1263	C	1	H	2	S	32	91	391020	12	11.9689981137082487610003801272350405589	839	2003-04-04 12:56	FULL	FULL	2.5	4	0.2	557708	20.8	22	86450	4	6.6000000000000005
