Leg	Site	Hole	Core	Core_type	Section_number	Section_type	Top_cm	Depth_mbsf	Section_id	Magnetic_susceptibility	Corrected_susceptibility	Run_number	Run_timestamp	Core_status	Liner_status	Requested_daq_interval	Requested_daqs_per_sample	Bkgd_susceptibility	Bkgd_elapsed_zero_time	Core_temperature	Loop_temperature	Sample_elapsed_zero_time	Actual_daq_period	Core_diameter
208	1263	C	2	H	5	S	120	106	391075	16	15.1866446586699499443527444581247681364	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	378196	4	6.6000000000000005
208	1263	C	2	H	5	S	122	106	391075	15	14.1638179931502798492416381261660385068	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	388810	4	6.6000000000000005
208	1263	C	2	H	5	S	125	106	391075	15.200000000000001	14.3409784239191797540767663299156419865	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	399430	4	6.6000000000000005
208	1263	C	2	H	5	S	127	106	391075	16.5	15.6181646621109396590194254622485792476	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	410038	4	6.6000000000000005
208	1263	C	2	H	5	S	130	106	391075	15	14.0953293941169828972058088207620716909	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	420656	4	6.6000000000000005
208	1263	C	2	H	5	S	132	106	391075	13.8	12.872504879215884468770330066185286543	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	431269	4	6.6000000000000005
208	1263	C	2	H	5	S	135	106	391075	13.200000000000001	12.2496846655519293736861064663723903588	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	441880	4	6.6000000000000005
208	1263	C	2	H	5	S	137	106	391075	14.5	13.5268623012694026119262552891775496927	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	452492	4	6.6000000000000005
208	1263	C	2	H	5	S	140	106	391075	14.8	13.8040399369868758501664041119827090267	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	463104	4	6.6000000000000005
208	1263	C	2	H	5	S	142	106	391075	13.200000000000001	12.1812025183743474216771598931142569882	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	473723	4	6.6000000000000005
208	1263	C	2	H	5	S	145	106	391075	13	11.958371551617533993214798406391638395	851	2003-04-04 16:07	FULL	FULL	2.5	4	1.2	557979	20.8	22	484339	4	6.6000000000000005
208	1263	C	2	H	6	S	5	107	391080	15.200000000000001	15.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	12754	4	6.6000000000000005
208	1263	C	2	H	6	S	7	107	391080	13.8	13.8	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	19732	4	6.6000000000000005
208	1263	C	2	H	6	S	10	107	391080	12.200000000000001	12.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	26735	4	6.6000000000000005
208	1263	C	2	H	6	S	12	107	391080	12.200000000000001	12.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	33742	4	6.6000000000000005
208	1263	C	2	H	6	S	15	107	391080	12.5	12.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	40742	4	6.6000000000000005
208	1263	C	2	H	6	S	17	107	391080	12.5	12.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	47749	4	6.6000000000000005
208	1263	C	2	H	6	S	20	107	391080	13	13	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	54750	4	6.6000000000000005
208	1263	C	2	H	6	S	22	107	391080	13	13	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	61753	4	6.6000000000000005
208	1263	C	2	H	6	S	25	107	391080	13	13	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	68758	4	6.6000000000000005
208	1263	C	2	H	6	S	27	107	391080	13.8	13.8	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	75762	4	6.6000000000000005
208	1263	C	2	H	6	S	30	107	391080	14.5	14.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	82764	4	6.6000000000000005
208	1263	C	2	H	6	S	32	107	391080	15	15	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	89780	4	6.6000000000000005
208	1263	C	2	H	6	S	35	107	391080	16	16	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	96791	4	6.6000000000000005
208	1263	C	2	H	6	S	37	107	391080	17.5	17.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	103807	4	6.6000000000000005
208	1263	C	2	H	6	S	40	107	391080	19	19	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	110815	4	6.6000000000000005
208	1263	C	2	H	6	S	42	107	391080	19	19	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	117831	4	6.6000000000000005
208	1263	C	2	H	6	S	45	107	391080	15.200000000000001	15.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	124834	4	6.6000000000000005
208	1263	C	2	H	6	S	47	107	391080	20	20	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	131840	4	6.6000000000000005
208	1263	C	2	H	6	S	50	107	391080	19.5	19.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	138854	4	6.6000000000000005
208	1263	C	2	H	6	S	52	107	391080	18.2	18.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	145878	4	6.6000000000000005
208	1263	C	2	H	6	S	55	107	391080	17.2	17.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	153564	4	6.6000000000000005
208	1263	C	2	H	6	S	57	107	391080	18.5	18.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	161996	4	6.6000000000000005
208	1263	C	2	H	6	S	60	107	391080	20.2	20.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	170435	4	6.6000000000000005
208	1263	C	2	H	6	S	62	107	391080	21.8	21.8	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	178873	4	6.6000000000000005
208	1263	C	2	H	6	S	65	107	391080	22	22	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	187313	4	6.6000000000000005
208	1263	C	2	H	6	S	67	107	391080	21.2	21.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	195750	4	6.6000000000000005
208	1263	C	2	H	6	S	70	107	391080	20.5	20.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	204186	4	6.6000000000000005
208	1263	C	2	H	6	S	72	107	391080	19	19	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	212627	4	6.6000000000000005
208	1263	C	2	H	6	S	75	107	391080	19.5	19.5	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	223958	4	6.6000000000000005
208	1263	C	2	H	6	S	77	107	391080	20	20	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	232574	4	6.6000000000000005
208	1263	C	2	H	6	S	80	107	391080	19.8	19.8	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	241199	4	6.6000000000000005
208	1263	C	2	H	6	S	82	107	391080	19	19	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	249831	4	6.6000000000000005
208	1263	C	2	H	6	S	85	107	391080	18	18	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	258467	4	6.6000000000000005
208	1263	C	2	H	6	S	87	107	391080	18	18	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	267096	4	6.6000000000000005
208	1263	C	2	H	6	S	90	107	391080	19	19	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	275731	4	6.6000000000000005
208	1263	C	2	H	6	S	92	107	391080	20.2	20.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	284364	4	6.6000000000000005
208	1263	C	2	H	6	S	95	107	391080	20.2	20.2	852	2003-04-04 16:24	FULL	FULL	2.5	4	0	364993	20.8	22	292998	4	6.6000000000000005
208	1263	C	3	H	1	S	5	109	391095	13.200000000000001	13.1819651968262542062350820078978678677	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	9883	4	6.6000000000000005
208	1263	C	3	H	1	S	7	109	391095	14.200000000000001	14.1692534252074832663012138774735582012	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	16849	4	6.6000000000000005
208	1263	C	3	H	1	S	10	109	391095	16	15.9565580770662559580726866619464375652	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	23806	4	6.6000000000000005
208	1263	C	3	H	1	S	12	109	391095	18.2	18.1438627289250286498441594464193169293	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	30763	4	6.6000000000000005
208	1263	C	3	H	1	S	15	109	391095	19.5	19.4311673807838013416156322308921962934	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	37720	4	6.6000000000000005
208	1263	C	3	H	1	S	17	109	391095	19.8	19.7184811567967649398900721903079584523	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	44672	4	6.6000000000000005
208	1263	C	3	H	1	S	20	109	391095	19	18.9057967576405667194651055847122971701	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	51623	4	6.6000000000000005
208	1263	C	3	H	1	S	22	109	391095	19	18.8931141833152066803407324141052124468	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	58573	4	6.6000000000000005
208	1263	C	3	H	1	S	25	109	391095	17.8	17.6804097110197884656092380236352090161	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	65535	4	6.6000000000000005
208	1263	C	3	H	1	S	27	109	391095	17	16.867721662201913882583084548062394616	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	72488	4	6.6000000000000005
208	1263	C	3	H	1	S	30	109	391095	18	17.8550390878765538434587113774553098928	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	79438	4	6.6000000000000005
208	1263	C	3	H	1	S	32	109	391095	18.8	18.6423346155811356287272169869853064621	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	86400	4	6.6000000000000005
208	1263	C	3	H	1	S	35	109	391095	19	18.8296483915940992270016569464010686209	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	93352	4	6.6000000000000005
208	1263	C	3	H	1	S	37	109	391095	19.5	19.3169585179453864626749100358396776619	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	100306	4	6.6000000000000005
208	1263	C	3	H	1	S	40	109	391095	19.2	19.0042649946349973357469762553011335849	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	107262	4	6.6000000000000005
208	1263	C	3	H	1	S	42	109	391095	19.5	19.2915751209862845714202293447397426259	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	114216	4	6.6000000000000005
208	1263	C	3	H	1	S	45	109	391095	20.5	20.2788888969992481696946693041555047847	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	121168	4	6.6000000000000005
208	1263	C	3	H	1	S	47	109	391095	22.2	21.9661953736888590427667355236169607077	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	128124	4	6.6000000000000005
208	1263	C	3	H	1	S	50	109	391095	22.8	22.5534982007167935532376148731012635129	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	135082	4	6.6000000000000005
208	1263	C	3	H	1	S	52	109	391095	21.8	21.5407864290980226133037467426769538464	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	142048	4	6.6000000000000005
208	1263	C	3	H	1	S	55	109	391095	19.8	19.5270673508565755954423024985583836378	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	149566	4	6.6000000000000005
208	1263	C	3	H	1	S	57	109	391095	18.2	17.9123464404849670435550624457112825641	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	157633	4	6.6000000000000005
208	1263	C	3	H	1	S	60	109	391095	19	18.6976218804516821290666355228870283725	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	165702	4	6.6000000000000005
208	1263	C	3	H	1	S	62	109	391095	20.5	20.1828827217716917641734611201541617092	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	173779	4	6.6000000000000005
208	1263	C	3	H	1	S	65	109	391095	21	20.6681764100467886626909685472156731071	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	181838	4	6.6000000000000005
208	1263	C	3	H	1	S	67	109	391095	20.2	19.8534372513667982977977941444828064438	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	189915	4	6.6000000000000005
208	1263	C	3	H	1	S	70	109	391095	17.8	17.4386907933634552077022460017956335448	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	197996	4	6.6000000000000005
208	1263	C	3	H	1	S	72	109	391095	16.2	15.8239461601909502989072912940970372047	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	206076	4	6.6000000000000005
208	1263	C	3	H	1	S	75	109	391095	16.2	15.8036376177928306046029533062285126169	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	217205	4	6.6000000000000005
208	1263	C	3	H	1	S	77	109	391095	17.5	17.0878291082416659975620260001897824072	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	225868	4	6.6000000000000005
208	1263	C	3	H	1	S	80	109	391095	19.8	19.3720114745363104840181315192081694027	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	234536	4	6.6000000000000005
208	1263	C	3	H	1	S	82	109	391095	23	22.5561993153234695143760173431922860751	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	243201	4	6.6000000000000005
208	1263	C	3	H	1	S	85	109	391095	24.8	24.3403835064489521821327162971992496296	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	251868	4	6.6000000000000005
208	1263	C	3	H	1	S	87	109	391095	24.8	24.3245731720669493937911955561719428609	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	260532	4	6.6000000000000005
208	1263	C	3	H	1	S	90	109	391095	21.8	21.3087610128541084241490813801560595333	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	269197	4	6.6000000000000005
208	1263	C	3	H	1	S	92	109	391095	18.8	18.2929452039795910919057803341630230878	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	277864	4	6.6000000000000005
208	1263	C	3	H	1	S	95	109	391095	18.2	17.6771166212892064905583252432499507296	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	286538	4	6.6000000000000005
208	1263	C	3	H	1	S	97	109	391095	19	18.4612916882604982518120570223140314893	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	295210	4	6.6000000000000005
208	1263	C	3	H	1	S	100	110	391095	20	19.4454777042168191008693494113095716027	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	303876	4	6.6000000000000005
208	1263	C	3	H	1	S	102	110	391095	21	20.4296600705114635873254549303279585982	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	312544	4	6.6000000000000005
208	1263	C	3	H	1	S	105	110	391095	20.2	19.6138442616369462550821538843349221527	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	321211	4	6.6000000000000005
208	1263	C	3	H	1	S	107	110	391095	19.8	19.1980284527624289228388528383418857072	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	329878	4	6.6000000000000005
208	1263	C	3	H	1	S	110	110	391095	20	19.3822071693953970466937714873831195848	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	338548	4	6.6000000000000005
208	1263	C	3	H	1	S	112	110	391095	20.5	19.8663913605208797144504704413900831393	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	347215	4	6.6000000000000005
208	1263	C	3	H	1	S	115	110	391095	22	21.3482908634369593938641887896991948846	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	357134	4	6.6000000000000005
208	1263	C	3	H	1	S	117	110	391095	24.8	24.128947656552237607573777910787669983	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	367734	4	6.6000000000000005
208	1263	C	3	H	1	S	120	110	391095	26.5	25.8096135738217067277863342068190278761	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	378329	4	6.6000000000000005
208	1263	C	3	H	1	S	122	110	391095	27	26.2902521186286031284899889780217373849	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	388939	4	6.6000000000000005
208	1263	C	3	H	1	S	125	110	391095	26.2	25.4708997875896904356966109241673296885	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	399544	4	6.6000000000000005
208	1263	C	3	H	1	S	127	110	391095	24	23.2515273834115577485967050854385798437	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	410160	4	6.6000000000000005
208	1263	C	3	H	1	S	130	110	391095	22	21.2320619128606778151665340622924254922	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	420827	4	6.6000000000000005
208	1263	C	3	H	1	S	132	110	391095	19.8	19.0127187059759560288761231833809005905	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	431427	4	6.6000000000000005
208	1263	C	3	H	1	S	135	110	391095	19.2	18.3933736742603960612851188694807991299	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	442028	4	6.6000000000000005
208	1263	C	3	H	1	S	137	110	391095	20.2	19.3740195183906451871911473806378148746	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	452634	4	6.6000000000000005
208	1263	C	3	H	1	S	140	110	391095	21.8	20.9546781363367615822013299367148665319	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	463233	4	6.6000000000000005
208	1263	C	3	H	1	S	142	110	391095	23	22.1353185059744961642055781429061525997	854	2003-04-04 16:52	FULL	FULL	2.5	4	1	547996	17.5	22	473842	4	6.6000000000000005
208	1263	C	3	H	2	S	5	110	391100	13	12.9789151515802360420537162125881936017	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	9817	4	6.6000000000000005
208	1263	C	3	H	2	S	7	110	391100	12.200000000000001	12.1640030498609306371417218827521773215	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	16760	4	6.6000000000000005
208	1263	C	3	H	2	S	10	110	391100	12	11.9490179233024409626392035996950139069	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	23737	4	6.6000000000000005
208	1263	C	3	H	2	S	12	110	391100	14.200000000000001	14.1340242055864001975966236750824214178	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	30718	4	6.6000000000000005
208	1263	C	3	H	2	S	15	110	391100	16.8	16.7190498179748493862691824439695443465	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	37690	4	6.6000000000000005
208	1263	C	3	H	2	S	17	110	391100	18.2	18.1040668392057474844016795713012382006	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	44666	4	6.6000000000000005
208	1263	C	3	H	2	S	20	110	391100	18.8	18.689081712647257809899161288244074786	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	51643	4	6.6000000000000005
208	1263	C	3	H	2	S	22	110	391100	19	18.8740944382993803627616275947980541028	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	58621	4	6.6000000000000005
208	1263	C	3	H	2	S	25	110	391100	18	17.8591114595302784608941247221297479569	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	65597	4	6.6000000000000005
208	1263	C	3	H	2	S	27	110	391100	17	16.8441198896036254684865602079060127364	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	72577	4	6.6000000000000005
208	1263	C	3	H	2	S	30	110	391100	16.5	16.3291390586239113392540727456265638592	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	79552	4	6.6000000000000005
208	1263	C	3	H	2	S	32	110	391100	16.2	16.0141668188017483005616469249025440565	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	86523	4	6.6000000000000005
208	1263	C	3	H	2	S	35	110	391100	18.5	18.2991924311901974892342056937896669853	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	93495	4	6.6000000000000005
208	1263	C	3	H	2	S	37	110	391100	20.5	20.2842137479998711326367336418990753767	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	100469	4	6.6000000000000005
208	1263	C	3	H	2	S	40	110	391100	23.5	23.2692350648095447760392615900084837681	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	107443	4	6.6000000000000005
208	1263	C	3	H	2	S	42	110	391100	24.5	24.2542499382510551015367433069513203535	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	114420	4	6.6000000000000005
208	1263	C	3	H	2	S	45	110	391100	23.8	23.5392454815880754733190863303944415211	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	121406	4	6.6000000000000005
208	1263	C	3	H	2	S	47	110	391100	22.5	22.2242453205038713903714601746152772259	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	128390	4	6.6000000000000005
208	1263	C	3	H	2	S	50	111	391100	23	22.7092430116302795347888186084472556621	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	135375	4	6.6000000000000005
208	1263	C	3	H	2	S	52	111	391100	25.5	25.1942213726521977254910383487795186804	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	142369	4	6.6000000000000005
208	1263	C	3	H	2	S	55	111	391100	29.5	29.178029188457779830109859427184570281	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	149908	4	6.6000000000000005
208	1263	C	3	H	2	S	57	111	391100	31.2	30.8606686068364136212802972540512677327	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	157991	4	6.6000000000000005
208	1263	C	3	H	2	S	60	111	391100	28.2	27.843310173004435185085750491306822453	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	166073	4	6.6000000000000005
208	1263	C	3	H	2	S	62	111	391100	24	23.625953886961844521526219138951234442	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	174154	4	6.6000000000000005
208	1263	C	3	H	2	S	65	111	391100	21.2	20.8086362611282337653969651735950772667	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	182217	4	6.6000000000000005
208	1263	C	3	H	2	S	67	111	391100	19	18.5913186352946230092677112082389200915	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	190280	4	6.6000000000000005
208	1263	C	3	H	2	S	70	111	391100	21.2	20.7739816793565222994233185493830474984	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	198352	4	6.6000000000000005
208	1263	C	3	H	2	S	72	111	391100	25.8	25.356627541103319408498802607416316756	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	206432	4	6.6000000000000005
208	1263	C	3	H	2	S	75	111	391100	32.2	31.7327119062704711176022079274906302688	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	217567	4	6.6000000000000005
208	1263	C	3	H	2	S	77	111	391100	38.800000000000004	38.3141270846980745068138618327086845864	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	226220	4	6.6000000000000005
208	1263	C	3	H	2	S	80	111	391100	38.5	37.9955379675469023507554849171490243667	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	234875	4	6.6000000000000005
208	1263	C	3	H	2	S	82	111	391100	33	32.476948850395730194697108001589364147	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	243530	4	6.6000000000000005
208	1263	C	3	H	2	S	85	111	391100	26	25.458336107561292539653561571752273972	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	252196	4	6.6000000000000005
208	1263	C	3	H	2	S	87	111	391100	19.8	19.2397104779905282487999226795820401851	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	260868	4	6.6000000000000005
208	1263	C	3	H	2	S	90	111	391100	17.5	16.9210869962091517305812991978006636669	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	269539	4	6.6000000000000005
208	1263	C	3	H	2	S	92	111	391100	17	16.4024764011641018481727681783524307606	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	278204	4	6.6000000000000005
208	1263	C	3	H	2	S	95	111	391100	18.5	17.883867953908439738399252569293055123	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	286868	4	6.6000000000000005
208	1263	C	3	H	2	S	97	111	391100	20.2	19.5652466199164509928156444979005358735	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	295538	4	6.6000000000000005
208	1263	C	3	H	2	S	100	111	391100	21	20.3466274337138500198670518368968738926	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	304207	4	6.6000000000000005
208	1263	C	3	H	2	S	102	111	391100	20.2	19.528006099721861274283443765504354643	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	312877	4	6.6000000000000005
208	1263	C	3	H	2	S	105	111	391100	19	18.3093740267829336655247586421675490501	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	321552	4	6.6000000000000005
208	1263	C	3	H	2	S	107	111	391100	19	18.290744101633393829401088929219600726	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	330226	4	6.6000000000000005
208	1263	C	3	H	2	S	110	111	391100	19.2	18.4721141764838539932774192162716524018	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	338900	4	6.6000000000000005
208	1263	C	3	H	2	S	112	111	391100	21.2	20.4534842513343141571537495033237040776	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	347574	4	6.6000000000000005
208	1263	C	3	H	2	S	115	111	391100	23.5	22.7321631460818952093557705731375981271	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	357501	4	6.6000000000000005
208	1263	C	3	H	2	S	117	111	391100	27	26.2093579183625253707621430642511195352	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	368119	4	6.6000000000000005
208	1263	C	3	H	2	S	120	111	391100	25.2	24.3865698729582577132486388384754990926	856	2003-04-04 17:27	FULL	FULL	2.5	4	1.2	558714	19.5	22	378729	4	6.6000000000000005
