struct_name	table_name	column_name	column_id	go_struct_name	go_struct_type	json_name	code	xs_type	json_unit	json_unit_descript	json_descript
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD	14	Depth_mcd	sql.NullString	Depth_mcd		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd).
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD_C	15	Depth_mcd_c	sql.NullString	Depth_mcd_c		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with compression applied.
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD_V	16	Depth_mcd_v	sql.NullString	Depth_mcd_v		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed.
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD_VC	17	Depth_mcd_vc	sql.NullString	Depth_mcd_vc		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed and compression applied.
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD_E	18	Depth_mcd_e	sql.NullString	Depth_mcd_e		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed.
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD_EC	19	Depth_mcd_ec	sql.NullString	Depth_mcd_ec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed and compression applied.
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD_VE	20	Depth_mcd_ve	sql.NullString	Depth_mcd_ve		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed.
JanusCoreSummary	OCD_CORE_SUMMARY	DEPTH_MCD_VEC	21	Depth_mcd_vec	sql.NullString	Depth_mcd_vec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed and compression applied.
JanusCoreSummary	OCD_CORE_SUMMARY	CUMULATIVE_OFFSET	22	Cumulative_offset	string	Cumulative_offset		float	m	meters (m)	Cumulative offset in meters of cores (msbf/mcd).
JanusCoreSummary	OCD_CORE_SUMMARY	DIFFERENTIAL_OFFSET	23	Differential_offset	string	Differential_offset		float	m	meters (m)	Differential offset in meters between cores (msbf/mcd).
JanusCoreSummary	OCD_CORE_SUMMARY	LENGTH_CORED	24	Length_cored	sql.NullString	Length_cored		float	m	meters (m)	Length cored of the core in meters.
JanusCoreSummary	OCD_CORE_SUMMARY	LENGTH_RECOVERED	25	Length_recovered	sql.NullString	Length_recovered		float	m	meters (m)	Length of material recovered in the core in meters.
JanusCoreSummary	OCD_CORE_SUMMARY	PERCENT_RECOVERED	26	Percent_recovered	sql.NullString	Percent_recovered		float	%	percent (%)	Measurement value of core recovered in percent.
JanusCoreSummary	OCD_CORE_SUMMARY	CURATED_LENGTH	27	Curated_length	sql.NullString	Curated_length		float	m	meters (m)	Measurement value of the length of a curated core in meters.
JanusCoreSummary	OCD_CORE_SUMMARY	SHIP_DATE_TIME	28	Ship_date_time	sql.NullString	Ship_date_time					Date and time on ship.
JanusCoreSummary	OCD_CORE_SUMMARY	CORE_COMMENT	29	Core_comment	sql.NullString	Core_comment					Remark on a core.
JanusCryomag	OCD_CRYOMAG	LEG	1	Leg	int64	Leg					Number identifying the cruise.
JanusCryomag	OCD_CRYOMAG	SITE	2	Site	int64	Site					Number identifying the site from which the core was retrieved. A site is the position of a beacon around which holes are drilled.
JanusCryomag	OCD_CRYOMAG	HOLE	3	Hole	string	Hole					Letter identifying the hole at a site from which a core was retrieved or data was collected.
JanusCryomag	OCD_CRYOMAG	CORE	4	Core	int64	Core					Sequential numbers identifying the cores retrieved from a particular hole.
JanusCryomag	OCD_CRYOMAG	CORE_TYPE	5	Core_type	string	Core_type					Letter code identifying the drill bit/coring method used to retrieve the core.
JanusCryomag	OCD_CRYOMAG	SECTION_NUMBER	6	Section_number	int64	Section_number					Sequential number of a section of a core.
JanusCryomag	OCD_CRYOMAG	SECTION_TYPE	7	Section_type	string	Section_type					Type of a section (C=Core Catcher, S=Core).
JanusCryomag	OCD_CRYOMAG	SECTION_ID	8	Section_id	int64	Section_id					Identifier (ID) of a section of a core.
JanusCryomag	OCD_CRYOMAG	TOP_CM	9	Top_cm	string	Top_cm		float	cm	centimeters (cm)	Top value of an interval of a section in cm.
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF	10	Depth_mbsf	string	Depth_mbsf		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf).
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF_C	11	Depth_mbsf_c	string	Depth_mbsf_c		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with compression applied.
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF_V	12	Depth_mbsf_v	string	Depth_mbsf_v		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed.
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF_VC	13	Depth_mbsf_vc	string	Depth_mbsf_vc		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed and compression applied.
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF_E	14	Depth_mbsf_e	string	Depth_mbsf_e		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed.
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF_EC	15	Depth_mbsf_ec	string	Depth_mbsf_ec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed and compression applied.
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF_VE	16	Depth_mbsf_ve	string	Depth_mbsf_ve		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed.
JanusCryomag	OCD_CRYOMAG	DEPTH_MBSF_VEC	17	Depth_mbsf_vec	string	Depth_mbsf_vec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed and compression applied.
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD	18	Depth_mcd	string	Depth_mcd		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd).
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD_C	19	Depth_mcd_c	string	Depth_mcd_c		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with compression applied.
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD_V	20	Depth_mcd_v	string	Depth_mcd_v		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed.
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD_VC	21	Depth_mcd_vc	string	Depth_mcd_vc		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed and compression applied.
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD_E	22	Depth_mcd_e	string	Depth_mcd_e		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed.
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD_EC	23	Depth_mcd_ec	string	Depth_mcd_ec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed and compression applied.
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD_VE	24	Depth_mcd_ve	string	Depth_mcd_ve		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed.
JanusCryomag	OCD_CRYOMAG	DEPTH_MCD_VEC	25	Depth_mcd_vec	string	Depth_mcd_vec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed and compression applied.
JanusCryomag	OCD_CRYOMAG	TREATMENT_TYPE	26	Treatment_type	string	Treatment_type					System used for applying alternating frequencies or thermal demagnetizations to samples.
JanusCryomag	OCD_CRYOMAG	TREATMENT_DEMAG	27	Treatment_demag	sql.NullString	Treatment_demag		float	mT	milleteslas (mT)	Values expected between 0.0 to 9999.9 mT.
JanusCryomag	OCD_CRYOMAG	TREATMENT_BIAS	28	Treatment_bias	sql.NullString	Treatment_bias		float	mT	milleteslas (mT)	Values expected for ARM between 0.000 to 1.000 mT, and for IRM between 1.0 to 3000.0 mT.
JanusCryomag	OCD_CRYOMAG	DEMAG_TYPE	29	Demag_type	string	Demag_type					Type of demagnetization system used for measurement - AFD (integrated sub-system of the cryomagnetometer), AFDD (DTek), THD (thermal demag unit).
JanusCryomag	OCD_CRYOMAG	DEMAG_LEVEL	30	Demag_level	string	Demag_level		float	mT / °C	milleteslas (mT) or degrees Celcius (°C)	Measurement value of the level of demagnetization in milliteslas (mT) if AF or degrees Celcius if thermal.
JanusCryomag	OCD_CRYOMAG	DECLINATION	31	Declination	string	Declination		float	°	degrees (°)	Measurement value of the orientation of the magnetic field of the sample (the field acquired at the time of the rock formation). The angle between geographic north and the magnetic field direction (the magnetic azimuth).
JanusCryomag	OCD_CRYOMAG	INCLINATION	32	Inclination	string	Inclination		float			Measurement value of the orientation of the magnetic field of a sample (the field acquired at the time of the rock formation), and angle between the horizontal and the field direction measured positive downward, in degrees.
JanusCryomag	OCD_CRYOMAG	INTENSITY	33	Intensity	string	Intensity		float	amp/m	ampere per meter (amp/m)	Measurement value of the intensity in amp/m.
JanusCryomag	OCD_CRYOMAG	HOLE_INCLINATION	34	Hole_inclination	sql.NullString	Hole_inclination		float	°	degrees (°)	Measurement value of the deviation of the hole from vertical in degrees.
JanusCryomag	OCD_CRYOMAG	INTENSITY_X	35	Intensity_x	sql.NullString	Intensity_x		float	amp/m	ampere per meter (amp/m)	Measurement value of the intensity in the x-direction that has been corrected for background and/or tray correction, in amp/m.
JanusCryomag	OCD_CRYOMAG	INTENSITY_Y	36	Intensity_y	sql.NullString	Intensity_y		float	amp/m	ampere per meter (amp/m)	Measurement value of the intensity in the y-direction that has been corrected for background and/or tray correction, in amp/m.
JanusCryomag	OCD_CRYOMAG	INTENSITY_Z	37	Intensity_z	sql.NullString	Intensity_z		float	amp/m	ampere per meter (amp/m)	Measurement value of the intensity in the z-direction that has been corrected for background and/or tray correction, in amp/m.
JanusCryomag	OCD_CRYOMAG	SYSTEM_NAME	38	System_name	sql.NullString	System_name					Name of system instrument used for measurement.
JanusCryomag	OCD_CRYOMAG	RUN_NUMBER	39	Run_number	int64	Run_number					Number for a run for an analysis.
JanusCryomag	OCD_CRYOMAG	RUN_COMMENT	40	Run_comment	sql.NullString	Run_comment					Remark on a run for analysis.
JanusDht	OCD_DHT	LEG	1	Leg	int64	Leg					Number identifying the cruise.
JanusDht	OCD_DHT	SITE	2	Site	int64	Site					Number identifying the site from which the core was retrieved. A site is the position of a beacon around which holes are drilled.
JanusDht	OCD_DHT	HOLE	3	Hole	string	Hole					Letter identifying the hole at a site from which a core was retrieved or data was collected.
JanusDht	OCD_DHT	CORE	4	Core	int64	Core					Sequential numbers identifying the cores retrieved from a particular hole.
JanusDht	OCD_DHT	CORE_TYPE	5	Core_type	string	Core_type					Letter code identifying the drill bit/coring method used to retrieve the core.
JanusDht	OCD_DHT	DEPTH_MBSF	6	Depth_mbsf	string	Depth_mbsf		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf).
JanusDht	OCD_DHT	DEPTH_MBSF_C	7	Depth_mbsf_c	sql.NullString	Depth_mbsf_c		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with compression applied.
JanusDht	OCD_DHT	DEPTH_MBSF_V	8	Depth_mbsf_v	sql.NullString	Depth_mbsf_v		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed.
JanusDht	OCD_DHT	DEPTH_MBSF_VC	9	Depth_mbsf_vc	sql.NullString	Depth_mbsf_vc		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed and compression applied.
JanusDht	OCD_DHT	DEPTH_MBSF_E	10	Depth_mbsf_e	sql.NullString	Depth_mbsf_e		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed.
JanusDht	OCD_DHT	DEPTH_MBSF_EC	11	Depth_mbsf_ec	sql.NullString	Depth_mbsf_ec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed and compression applied.
JanusDht	OCD_DHT	DEPTH_MBSF_VE	12	Depth_mbsf_ve	sql.NullString	Depth_mbsf_ve		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed.
JanusDht	OCD_DHT	DEPTH_MBSF_VEC	13	Depth_mbsf_vec	sql.NullString	Depth_mbsf_vec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed and compression applied.
JanusDht	OCD_DHT	DEPTH_MCD	14	Depth_mcd	sql.NullString	Depth_mcd		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd).
JanusDht	OCD_DHT	DEPTH_MCD_C	15	Depth_mcd_c	sql.NullString	Depth_mcd_c		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with compression applied.
JanusDht	OCD_DHT	DEPTH_MCD_V	16	Depth_mcd_v	sql.NullString	Depth_mcd_v		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed.
JanusDht	OCD_DHT	DEPTH_MCD_VC	17	Depth_mcd_vc	sql.NullString	Depth_mcd_vc		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed and compression applied.
JanusDht	OCD_DHT	DEPTH_MCD_E	18	Depth_mcd_e	sql.NullString	Depth_mcd_e		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed.
JanusDht	OCD_DHT	DEPTH_MCD_EC	19	Depth_mcd_ec	sql.NullString	Depth_mcd_ec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed and compression applied.
JanusDht	OCD_DHT	DEPTH_MCD_VE	20	Depth_mcd_ve	sql.NullString	Depth_mcd_ve		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed.
JanusDht	OCD_DHT	DEPTH_MCD_VEC	21	Depth_mcd_vec	sql.NullString	Depth_mcd_vec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed and compression applied.
JanusDht	OCD_DHT	DEPTH_MBSF_BOT	22	Depth_mbsf_bot	string	Depth_mbsf_bot		float	mbsf	meters below sea floor (mbsf)	Depth at bottom of core in meters below sea floor (mbsf).
JanusDht	OCD_DHT	DEPTH_MCD_BOT	23	Depth_mcd_bot	sql.NullString	Depth_mcd_bot		float	mcd	meters composite depth (mcd)	Depth at bottom of core in meters composite depth (mcd).
JanusDht	OCD_DHT	DEPTH_MBSF_LOG	24	Depth_mbsf_log	sql.NullString	Depth_mbsf_log		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) as recorded on log sheet.
JanusDht	OCD_DHT	RUN_NUMBER	25	Run_number	sql.NullInt64	Run_number					Number for a run for an analysis.
JanusDht	OCD_DHT	BEST_FIT_TEMPERATURE	26	Best_fit_temperature	sql.NullString	Best_fit_temperature		float	°C	degrees Celcius (°C)	Measurement value of best-fit downhole temperature in degrees Celcius
JanusDht	OCD_DHT	BEST_FIT_ERROR	27	Best_fit_error	sql.NullString	Best_fit_error		float	°C	degrees Celcius (°C)	Measurement value of best-fit error in degrees Celcius.
JanusDht	OCD_DHT	MUDLINE_TEMPERATURE	28	Mudline_temperature	sql.NullString	Mudline_temperature		float	°C	degrees Celcius (°C)	Measurement value of the temperature at mudline in degrees Celcius.
JanusDht	OCD_DHT	TOOL_NAME	29	Tool_name	string	Tool_name					Name of the tool used for measurement.
JanusDht	OCD_DHT	RUN_COMMENT	30	Run_comment	sql.NullString	Run_comment					Remark on a run for analysis.
JanusDigitalRgb	OCD_DIGITAL_RGB	LEG	1	Leg	int64	Leg					Number identifying the cruise.
JanusDigitalRgb	OCD_DIGITAL_RGB	SITE	2	Site	int64	Site					Number identifying the site from which the core was retrieved. A site is the position of a beacon around which holes are drilled.
JanusDigitalRgb	OCD_DIGITAL_RGB	HOLE	3	Hole	string	Hole					Letter identifying the hole at a site from which a core was retrieved or data was collected.
JanusDigitalRgb	OCD_DIGITAL_RGB	CORE	4	Core	int64	Core					Sequential numbers identifying the cores retrieved from a particular hole.
JanusDigitalRgb	OCD_DIGITAL_RGB	CORE_TYPE	5	Core_type	string	Core_type					Letter code identifying the drill bit/coring method used to retrieve the core.
JanusDigitalRgb	OCD_DIGITAL_RGB	SECTION_NUMBER	6	Section_number	int64	Section_number					Sequential number of a section of a core.
JanusDigitalRgb	OCD_DIGITAL_RGB	SECTION_TYPE	7	Section_type	string	Section_type					Type of a section (C=Core Catcher, S=Core).
JanusDigitalRgb	OCD_DIGITAL_RGB	SECTION_ID	8	Section_id	int64	Section_id					Identifier (ID) of a section of a core.
JanusDigitalRgb	OCD_DIGITAL_RGB	TOP_CM	9	Top_cm	string	Top_cm		float	cm	centimeters (cm)	Top value of an interval of a section in cm.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF	10	Depth_mbsf	sql.NullString	Depth_mbsf		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf).
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF_C	11	Depth_mbsf_c	sql.NullString	Depth_mbsf_c		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF_V	12	Depth_mbsf_v	sql.NullString	Depth_mbsf_v		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF_VC	13	Depth_mbsf_vc	sql.NullString	Depth_mbsf_vc		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed and compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF_E	14	Depth_mbsf_e	sql.NullString	Depth_mbsf_e		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF_EC	15	Depth_mbsf_ec	sql.NullString	Depth_mbsf_ec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed and compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF_VE	16	Depth_mbsf_ve	sql.NullString	Depth_mbsf_ve		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MBSF_VEC	17	Depth_mbsf_vec	sql.NullString	Depth_mbsf_vec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed and compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD	18	Depth_mcd	sql.NullString	Depth_mcd		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd).
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD_C	19	Depth_mcd_c	sql.NullString	Depth_mcd_c		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD_V	20	Depth_mcd_v	sql.NullString	Depth_mcd_v		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD_VC	21	Depth_mcd_vc	sql.NullString	Depth_mcd_vc		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed and compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD_E	22	Depth_mcd_e	sql.NullString	Depth_mcd_e		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD_EC	23	Depth_mcd_ec	sql.NullString	Depth_mcd_ec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed and compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD_VE	24	Depth_mcd_ve	sql.NullString	Depth_mcd_ve		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed.
JanusDigitalRgb	OCD_DIGITAL_RGB	DEPTH_MCD_VEC	25	Depth_mcd_vec	sql.NullString	Depth_mcd_vec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed and compression applied.
JanusDigitalRgb	OCD_DIGITAL_RGB	RED_VALUE	26	Red_value	string	Red_value		float			Measurement value of red in digital image RGB scale.
JanusDigitalRgb	OCD_DIGITAL_RGB	GREEN_VALUE	27	Green_value	string	Green_value		float			Measurement value of green in digital image RGB scale.
JanusDigitalRgb	OCD_DIGITAL_RGB	BLUE_VALUE	28	Blue_value	string	Blue_value		float			Measurement value of blue in digital image RGB scale.
JanusDigitalRgb	OCD_DIGITAL_RGB	APERTURE	29	Aperture	int64	Aperture			cm	centimeters (cm)	Diameter of camera aperture in centimeters (cm).
JanusDigitalRgb	OCD_DIGITAL_RGB	IMAGE_SWATH_START	30	Image_swath_start	string	Image_swath_start		float	cm	centimeters (cm)	Measurement of starting pixel in cm left of center pixel.
JanusDigitalRgb	OCD_DIGITAL_RGB	IMAGE_SWATH_WIDTH	31	Image_swath_width	string	Image_swath_width		float	cm	centimeters (cm)	Measurement of swath width in cm.
JanusDigitalRgb	OCD_DIGITAL_RGB	IMAGE_SAMPLING_INTERVAL	32	Image_sampling_interval	string	Image_sampling_interval		float	cm	centimeters (cm)	Measurement of image sampling interval in cm.
JanusDigitalRgb	OCD_DIGITAL_RGB	IMAGE_TIMESTAMP	33	Image_timestamp	string	Image_timestamp					Timestamp for when digital scan was done.
JanusGra	OCD_GRA	LEG	1	Leg	int64	Leg					Number identifying the cruise.
JanusGra	OCD_GRA	SITE	2	Site	int64	Site					Number identifying the site from which the core was retrieved. A site is the position of a beacon around which holes are drilled.
JanusGra	OCD_GRA	HOLE	3	Hole	string	Hole					Letter identifying the hole at a site from which a core was retrieved or data was collected.
JanusGra	OCD_GRA	CORE	4	Core	int64	Core					Sequential numbers identifying the cores retrieved from a particular hole.
JanusGra	OCD_GRA	CORE_TYPE	5	Core_type	string	Core_type					Letter code identifying the drill bit/coring method used to retrieve the core.
JanusGra	OCD_GRA	SECTION_NUMBER	6	Section_number	int64	Section_number					Sequential number of a section of a core.
JanusGra	OCD_GRA	SECTION_TYPE	7	Section_type	string	Section_type					Type of a section (C=Core Catcher, S=Core).
JanusGra	OCD_GRA	SECTION_ID	8	Section_id	int64	Section_id					Identifier (ID) of a section of a core.
JanusGra	OCD_GRA	TOP_CM	9	Top_cm	string	Top_cm		float	cm	centimeters (cm)	Top value of an interval of a section in cm.
JanusGra	OCD_GRA	DEPTH_MBSF	10	Depth_mbsf	sql.NullString	Depth_mbsf		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf).
JanusGra	OCD_GRA	DEPTH_MBSF_C	11	Depth_mbsf_c	sql.NullString	Depth_mbsf_c		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with compression applied.
JanusGra	OCD_GRA	DEPTH_MBSF_V	12	Depth_mbsf_v	sql.NullString	Depth_mbsf_v		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed.
JanusGra	OCD_GRA	DEPTH_MBSF_VC	13	Depth_mbsf_vc	sql.NullString	Depth_mbsf_vc		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids removed and compression applied.
JanusGra	OCD_GRA	DEPTH_MBSF_E	14	Depth_mbsf_e	sql.NullString	Depth_mbsf_e		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed.
JanusGra	OCD_GRA	DEPTH_MBSF_EC	15	Depth_mbsf_ec	sql.NullString	Depth_mbsf_ec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with exotics removed and compression applied.
JanusGra	OCD_GRA	DEPTH_MBSF_VE	16	Depth_mbsf_ve	sql.NullString	Depth_mbsf_ve		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed.
JanusGra	OCD_GRA	DEPTH_MBSF_VEC	17	Depth_mbsf_vec	sql.NullString	Depth_mbsf_vec		float	mbsf	meters below sea floor (mbsf)	Depth in meters below sea floor (mbsf) with voids and exotics removed and compression applied.
JanusGra	OCD_GRA	DEPTH_MCD	18	Depth_mcd	sql.NullString	Depth_mcd		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd).
JanusGra	OCD_GRA	DEPTH_MCD_C	19	Depth_mcd_c	sql.NullString	Depth_mcd_c		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with compression applied.
JanusGra	OCD_GRA	DEPTH_MCD_V	20	Depth_mcd_v	sql.NullString	Depth_mcd_v		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed.
JanusGra	OCD_GRA	DEPTH_MCD_VC	21	Depth_mcd_vc	sql.NullString	Depth_mcd_vc		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids removed and compression applied.
JanusGra	OCD_GRA	DEPTH_MCD_E	22	Depth_mcd_e	sql.NullString	Depth_mcd_e		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed.
JanusGra	OCD_GRA	DEPTH_MCD_EC	23	Depth_mcd_ec	sql.NullString	Depth_mcd_ec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with exotics removed and compression applied.
JanusGra	OCD_GRA	DEPTH_MCD_VE	24	Depth_mcd_ve	sql.NullString	Depth_mcd_ve		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed.
JanusGra	OCD_GRA	DEPTH_MCD_VEC	25	Depth_mcd_vec	sql.NullString	Depth_mcd_vec		float	mcd	meters composite depth (mcd)	Depth in meters composite depth (mcd) with voids and exotics removed and compression applied.
JanusGra	OCD_GRA	BULK_DENSITY	26	Bulk_density	sql.NullString	Bulk_density		float	g/cm3	grams per cubic centimeters (cm3)	Measurement value of the bulk density in g/cm3.
JanusGra	OCD_GRA	RUN_NUMBER	27	Run_number	string	Run_number					Number for a run for an analysis.
JanusGra	OCD_GRA	RUN_TIMESTAMP	28	Run_timestamp	sql.NullString	Run_timestamp					Date/time of an analysis run.
JanusGra	OCD_GRA	CORE_STATUS	29	Core_status	sql.NullString	Core_status					Indicator for the status of a core, either FULL or HALF.
JanusGra	OCD_GRA	LINER_STATUS	30	Liner_status	sql.NullString	Liner_status					Indicator for type of core liner; NONE, HALF, or FULL.
JanusGra	OCD_GRA	REQUESTED_DAQ_INTERVAL	31	Requested_daq_interval	sql.NullString	Requested_daq_interval		float	cm	centimeters (cm)	The requested data acquisition interval in cm.
JanusGra	OCD_GRA	REQUESTED_DAQ_PERIOD	32	Requested_daq_period	sql.NullString	Requested_daq_period		float	s	seconds (s)	The requested data acquisition period in seconds.
JanusGra	OCD_GRA	ACTUAL_DAQ_PERIOD	33	Actual_daq_period	sql.NullString	Actual_daq_period		float	s	seconds (s)	The actual data acquisition period used for measurements in seconds.
JanusGra	OCD_GRA	MEASURED_COUNTS	34	Measured_counts	sql.NullInt64	Measured_counts			ct	count (ct)	Raw measured counts collected by an MST instrument during a measurement.
JanusGra	OCD_GRA	CORE_DIAMETER	35	Core_diameter	sql.NullString	Core_diameter		float	cm	centimeters (cm)	Diameter of a core in cm.
JanusGra	OCD_GRA	CALIBRATION_TIMESTAMP	36	Calibration_timestamp	sql.NullString	Calibration_timestamp					Date and time of calibration.
