Leg	Site	Hole	Core	Core_type	Section_number	Section_type	Top_cm	Bot_cm	Depth_mbsf	Fossil_group	Fossil_group_name	Taxon_id	Genus_subgenus	Species_subspecies	Contaminated_reworked	Taxon_relative_abundance	Taxon_numeric_abundance	Taxon_percent_abundance	Presence_absence_flag	Sample_geologic_age_old	Sample_geologic_age_young	Sample_zone_old	Sample_zone_young	Sample_group_abundance	Sample_preservation	Sample_id	Location	Post_cruise_flag	Scientist_last_name	Scientist_first_name	Taxon_comment
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11760	Ammobaculites	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	14066	Ammodiscus	cretaceus												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	5585	Ammodiscus	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	2475	Astrononion	novozealandicum												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11740	Astrononion	sp.A												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	7680	Astrononion	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	14606	Bulimina	tuxpamensis												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	36426	Cibicides	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	14876	Cibicidoides	praemundulus												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	7810	Cribrostomoides	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	4145	Cyclammina	amplectans												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	7845	Cyclammina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11060	Gavelinella	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	15461	Globobulimina	affinis												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	15496	Globocassidulina	subglobosa												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	15531	Glomospira	charoides												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	15546	Glomospira	gordialis												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	1090	Glomospira	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	6595	Gyroidina	sp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	15761	Haplophragmoides	porrectus												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	7800	Haplophragmoides	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11750	Hormosina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11770	Hyperammina	kenmilleri												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11785	Hyperammina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11745	Lagenammina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11765	Lituotuba	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	16416	Oridorsalis	umbonatus												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11780	Paratrochamminoides	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11450	Recurvoides	sp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11340	Rhizammina	sp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	2110	Rosalina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	17106	Rzehakina	epigona												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11775	Silicosigmoilina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	17266	Spiroplectammina	spectabilis												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	605	Spiroplectammina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	5515	Trifarina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	17486	Trochammina	globigeriniformis												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	36771	Trochammina	spp.												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	11755	Tube-shaped	species												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	37	38	757	3	Benthic Foraminifers	17831	Unidentified	benthic forams												1556125	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11760	Ammobaculites	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	14066	Ammodiscus	cretaceus												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	5585	Ammodiscus	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	2475	Astrononion	novozealandicum												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11740	Astrononion	sp.A												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	7680	Astrononion	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	14606	Bulimina	tuxpamensis												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	36426	Cibicides	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	14876	Cibicidoides	praemundulus												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	7810	Cribrostomoides	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	4145	Cyclammina	amplectans												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	7845	Cyclammina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11060	Gavelinella	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	15461	Globobulimina	affinis												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	15496	Globocassidulina	subglobosa												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	15531	Glomospira	charoides												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	15546	Glomospira	gordialis												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	1090	Glomospira	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	6595	Gyroidina	sp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	15761	Haplophragmoides	porrectus												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	7800	Haplophragmoides	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11750	Hormosina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11770	Hyperammina	kenmilleri												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11785	Hyperammina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11745	Lagenammina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11765	Lituotuba	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	16416	Oridorsalis	umbonatus												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11780	Paratrochamminoides	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11450	Recurvoides	sp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11340	Rhizammina	sp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	2110	Rosalina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	17106	Rzehakina	epigona												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11775	Silicosigmoilina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	17266	Spiroplectammina	spectabilis												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	605	Spiroplectammina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	5515	Trifarina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	17486	Trochammina	globigeriniformis												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	36771	Trochammina	spp.												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	11755	Tube-shaped	species												1556124	SHI	F	benthics		
210	1276	A	1	W	4	S	136	137	758	3	Benthic Foraminifers	17831	Unidentified	benthic forams												1556124	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11760	Ammobaculites	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	14066	Ammodiscus	cretaceus												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	5585	Ammodiscus	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	2475	Astrononion	novozealandicum												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11740	Astrononion	sp.A												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	7680	Astrononion	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	14606	Bulimina	tuxpamensis												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	36426	Cibicides	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	14876	Cibicidoides	praemundulus												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	7810	Cribrostomoides	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	4145	Cyclammina	amplectans												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	7845	Cyclammina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11060	Gavelinella	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	15461	Globobulimina	affinis												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	15496	Globocassidulina	subglobosa												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	15531	Glomospira	charoides												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	15546	Glomospira	gordialis												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	1090	Glomospira	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	6595	Gyroidina	sp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	15761	Haplophragmoides	porrectus												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	7800	Haplophragmoides	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11750	Hormosina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11770	Hyperammina	kenmilleri												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11785	Hyperammina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11745	Lagenammina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11765	Lituotuba	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	16416	Oridorsalis	umbonatus												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11780	Paratrochamminoides	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11450	Recurvoides	sp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11340	Rhizammina	sp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	2110	Rosalina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	17106	Rzehakina	epigona												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11775	Silicosigmoilina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	17266	Spiroplectammina	spectabilis												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	605	Spiroplectammina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	5515	Trifarina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	17486	Trochammina	globigeriniformis												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	36771	Trochammina	spp.												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	11755	Tube-shaped	species												1552204	SHI	F	benthics		
210	1276	A	1	W	6	C	13	18	759	3	Benthic Foraminifers	17831	Unidentified	benthic forams												1552204	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11760	Ammobaculites	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	14066	Ammodiscus	cretaceus												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	5585	Ammodiscus	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	2475	Astrononion	novozealandicum												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11740	Astrononion	sp.A												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	7680	Astrononion	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	14606	Bulimina	tuxpamensis												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	36426	Cibicides	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	14876	Cibicidoides	praemundulus												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	7810	Cribrostomoides	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	4145	Cyclammina	amplectans												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	7845	Cyclammina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11060	Gavelinella	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	15461	Globobulimina	affinis												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	15496	Globocassidulina	subglobosa												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	15531	Glomospira	charoides												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	15546	Glomospira	gordialis												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	1090	Glomospira	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	6595	Gyroidina	sp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	15761	Haplophragmoides	porrectus												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	7800	Haplophragmoides	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11750	Hormosina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11770	Hyperammina	kenmilleri												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11785	Hyperammina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11745	Lagenammina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11765	Lituotuba	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	16416	Oridorsalis	umbonatus												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11780	Paratrochamminoides	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11450	Recurvoides	sp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11340	Rhizammina	sp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	2110	Rosalina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	17106	Rzehakina	epigona												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11775	Silicosigmoilina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	17266	Spiroplectammina	spectabilis												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	605	Spiroplectammina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	5515	Trifarina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	17486	Trochammina	globigeriniformis												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	36771	Trochammina	spp.												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	11755	Tube-shaped	species												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	140	150	801	3	Benthic Foraminifers	17831	Unidentified	benthic forams												1552211	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11760	Ammobaculites	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	14066	Ammodiscus	cretaceus												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	5585	Ammodiscus	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	2475	Astrononion	novozealandicum												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11740	Astrononion	sp.A												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	7680	Astrononion	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	14606	Bulimina	tuxpamensis												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	36426	Cibicides	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	14876	Cibicidoides	praemundulus												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	7810	Cribrostomoides	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	4145	Cyclammina	amplectans												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	7845	Cyclammina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11060	Gavelinella	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	15461	Globobulimina	affinis												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	15496	Globocassidulina	subglobosa												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	15531	Glomospira	charoides												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	15546	Glomospira	gordialis												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	1090	Glomospira	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	6595	Gyroidina	sp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	15761	Haplophragmoides	porrectus												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	7800	Haplophragmoides	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11750	Hormosina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11770	Hyperammina	kenmilleri												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11785	Hyperammina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11745	Lagenammina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11765	Lituotuba	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	16416	Oridorsalis	umbonatus												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11780	Paratrochamminoides	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11450	Recurvoides	sp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11340	Rhizammina	sp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	2110	Rosalina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	17106	Rzehakina	epigona												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11775	Silicosigmoilina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	17266	Spiroplectammina	spectabilis												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	605	Spiroplectammina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	5515	Trifarina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	17486	Trochammina	globigeriniformis												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	36771	Trochammina	spp.												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	11755	Tube-shaped	species												1556128	SHI	F	benthics		
210	1276	A	2	R	1	S	144	145	801	3	Benthic Foraminifers	17831	Unidentified	benthic forams												1556128	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	11760	Ammobaculites	spp.												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	14066	Ammodiscus	cretaceus												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	5585	Ammodiscus	spp.												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	2475	Astrononion	novozealandicum												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	11740	Astrononion	sp.A												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	7680	Astrononion	spp.												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	14606	Bulimina	tuxpamensis												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	36426	Cibicides	spp.												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	14876	Cibicidoides	praemundulus												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	7810	Cribrostomoides	spp.												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	4145	Cyclammina	amplectans												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	7845	Cyclammina	spp.												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	11060	Gavelinella	spp.												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	15461	Globobulimina	affinis												1556127	SHI	F	benthics		
210	1276	A	2	R	2	S	83	84	802	3	Benthic Foraminifers	15496	Globocassidulina	subglobosa												1556127	SHI	F	benthics		
